ticker,recommendationMean,numberOfAnalystOpinions,beta,trailingEps,forwardEps,forwardPE,priceToBook,priceToFcf,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,revenueGrowth,payoutRatio,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
SIKA.SW,2.3,22.0,0.15947293164208745,-0.521297994740188,-0.38290340823363606,0.22697641458806078,-0.08943371919525678,0.2230061198516671,-0.21450962162952925,-0.1138491048999244,-0.06874628294006643,-0.03654926332386041,0.47650828574497694,-0.325373769670482,-1.7213600590588665,0.0752893089227782,0.7131970830222419,-0.5846366472342075,-0.6025637983158209
SIM.CO,3.2,4.0,0.5810941443719707,1.1374118268203277,-0.9079368905174368,-0.9808925958789193,-1.1540432355392183,-1.154558467102843,1.1537262113704359,1.1541570350016408,1.0717522951885885,0.5256615872702923,1.0921635117315902,-0.18242306861806212,0.7561132448595812,1.1540228027971056,0.9770031424887806,0.9597787253849629,0.9452392526300535
SRG.MI,2.6,17.0,-0.5510884267699228,-1.2846299604352622,0.011103583769943224,0.22356834504084472,-0.00566614529575144,1.4051465882360388,0.725759878925387,0.5899681803607131,0.7528972301798451,-0.331830338942476,1.072763098217584,1.3902993071375545,-0.05303107504061221,-0.5093222358385802,-1.301467663768834,-1.4573474418050758,-1.350879319792079
SW.PA,2.4,17.0,-0.24418557378484357,-0.35709309086061786,-0.557098609846508,-0.24815164394149433,0.20649458696542186,0.19317912255265157,-0.5791071308826322,0.2944624246284937,-0.8957556698550542,-0.5948954960914671,1.038433550050292,-0.03612319718843016,-0.3658072994679832,-0.783691287774724,0.06384359728187929,-0.20398052024440586,0.25807839927374093
SOON.SW,2.7,15.0,-0.029232219129578733,0.5849820557866047,-0.48308216311750424,-0.3424399224775161,-0.7158202950558521,0.10407111826734719,1.0606237922900168,-0.4859740677400683,1.0131942686618851,1.1045299585171096,-0.5724228105689246,1.5,0.6945402128659548,0.8858288366033503,0.7493071303592469,1.497660188267342,1.2603462226220241
SOP.PA,1.8,11.0,0.35666355622141394,0.43834947287384074,-0.3130137987438978,0.22568367309388088,-0.008418493270222748,0.7500281621120736,-0.02168953955049157,-0.004591610223793117,-0.001278369212767459,0.11125362663025537,0.10187228692991318,0.816602240688445,0.1810098561230285,-0.28630079995205315,0.18794722032947345,-1.1747757925832913,-1.284897044595747
SPIE.PA,1.8,10.0,1.2561521618367113,-1.3896415832618876,-0.8584100811764294,-0.8916589931387824,-1.2182340990160052,-0.38006723982093515,-0.7065003766276168,0.7983779005249034,-1.2835484513059332,-0.7484897602795685,-0.2195134398339566,1.1901064447812488,-0.029536880825197814,0.5111542773549415,-1.0907741597003284,0.27603537643571574,0.3112055479860386
STMPA.PA,2.3,18.0,-0.8575346772672572,0.6314684587414853,0.6610526513438824,0.6034570316613926,-0.4850967868265972,1.0207984733660054,0.22563998846921982,0.4167974281744312,0.616874390425001,0.6752220559994121,0.5709942687971526,-0.15779764971607643,0.6236646180356912,0.792951235066914,0.7044767198752093,1.0839323800034282,0.9418271486780183
STERV.HE,2.6,15.0,0.7071067811865475,0.7071067811865474,-0.7071067811865475,-0.707106781186548,0.7071067811865477,-0.7071067811865475,-0.7071067811865475,0.7071067811865475,-0.7071067811865475,-0.7071067811865476,-0.7071067811865476,0.7071067811865477,-0.7071067811865478,-0.7071067811865475,-0.7071067811865475,0.7071067811865476,-0.7071067811865465
STMN.SW,2.6,16.0,1.258798416270636,-0.30216387686021495,-0.2836335682826133,0.236628780130789,-0.9135253713950563,0.04850168095789879,1.1966333903734785,1.5167003619804076,0.5015527614147846,0.7516925691703839,0.32120825397166236,-0.5022512537049426,0.5584203732338507,0.905707765836424,0.4864205531134495,1.440536175097124,0.3895675844788181
